#,type,is_trade,freq,day_count,ticker,ric_leg2,roll_rules,tcost,country,settle_d,freq_leg2,ric,ric_root,src,tenor,ccy,roll_conv,fix_cal,calc_cal,_update,curve_name,reset,fpml,roll,lag,pms_index,is_inverted,multiplier,cal
1,BMK,1,,Act/Act,GTAUD10Y Govt,,,0,AU,2,,AU10YT=RR,AUBMK=,TR,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
2,BMK,0,,Act/Act,GTAUD12Y Govt,,,0,AU,1,,AU12YT=RR,AUBMK=,TR,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
3,BMK,0,,Act/Act,GTAUD15Y Govt,,,0,AU,1,,AU15YT=RR,AUBMK=,TR,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
4,FIX,0,,Act/365,BBSW1M Index,,,0,AU,1,,AU1MBA=,AUBA=,TR,1M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,1,AUD-BBR-BBSW_1M,0,1,AU
5,BMK,0,,Act/Act,GTAUD1Y Govt,,,0,AU,1,,AU1YT=RR,AUBMK=,TR,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
6,BMK,0,,Act/Act,GTAUD20Y Govt,,,0,AU,1,,AU20YT=RR,AUBMK=,TR,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
7,FIX,0,,Act/365,BBSW2M Index,,,0,AU,1,,AU2MBA=,AUBA=,TR,2M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,1,AUD-BBR-BBSW_2M,0,1,AU
8,BMK,0,,Act/Act,GTAUD2Y Govt,,,0,AU,1,,AU2YT=RR,AUBMK=,TR,2Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
9,BMK,0,,Act/Act,GTAUD30Y Govt,,,0,AU,1,,AU30YT=RR,AUBMK=,TR,30Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
10,FIX,0,,Act/365,BBSW3M Index,,,0,AU,1,,AU3MBA=,AUBA=,TR,3M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,1,AUD-BBR-BBSW,,1,AUD-BBR-BBSW_3M,0,1,AU
11,BMK,0,,Act/Act,GTAUD3Y Govt,,,0,AU,1,,AU3YT=RR,AUBMK=,TR,3Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
12,BMK,0,,Act/Act,GTAUD4Y Govt,,,0,AU,1,,AU4YT=RR,AUBMK=,TR,4Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
13,BMK,1,,Act/Act,GTAUD5Y Govt,,,0,AU,1,,AU5YT=RR,AUBMK=,TR,5Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
14,FIX,0,,Act/365,BBSW6M Index,,,0,AU,1,,AU6MBA=,AUBA=,TR,6M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,1,AUD-BBR-BBSW,,1,AUD-BBR-BBSW_6M,0,1,AU
15,BMK,0,,Act/Act,GTAUD6Y Govt,,,0,AU,1,,AU6YT=RR,AUBMK=,TR,6Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
16,BMK,0,,Act/Act,GTAUD7Y Govt,,,0,AU,1,,AU7YT=RR,AUBMK=,TR,7Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
17,BMK,0,,Act/Act,GTAUD8Y Govt,,,0,AU,1,,AU8YT=RR,AUBMK=,TR,8Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
18,BMK,0,,Act/Act,GTAUD9Y Govt,,,0,AU,1,,AU9YT=RR,AUBMK=,TR,9Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
19,FIX,0,,Act/365,RBACOR Index,,,0,AU,1,,AUCASH=RBAA,AUCASH=RBAA,TR,ON,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,AU
20,ILS,1,2,1/1,AUSWIT10 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ10Y=TWEB,AUCPIZILS=TWEB,TWEB,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
21,ILS,0,2,1/1,AUSWIT12 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ12Y=TWEB,AUCPIZILS=TWEB,TWEB,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
22,ILS,0,2,1/1,AUSWIT15 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ15Y=TWEB,AUCPIZILS=TWEB,TWEB,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
23,ILS,0,2,1/1,AUSWIT1 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ1Y=TWEB,AUCPIZILS=TWEB,TWEB,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
24,ILS,0,2,1/1,AUSWIT20 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ20Y=TWEB,AUCPIZILS=TWEB,TWEB,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
25,ILS,0,2,1/1,AUSWIT25 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ25Y=TWEB,AUCPIZILS=TWEB,TWEB,25Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
26,ILS,0,2,1/1,AUSWIT2 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ2Y=TWEB,AUCPIZILS=TWEB,TWEB,2Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
27,ILS,0,2,1/1,AUSWIT30 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ30Y=TWEB,AUCPIZILS=TWEB,TWEB,30Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
28,ILS,0,2,1/1,AUSWIT3 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ3Y=TWEB,AUCPIZILS=TWEB,TWEB,3Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
29,ILS,0,2,1/1,AUSWIT4 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ4Y=TWEB,AUCPIZILS=TWEB,TWEB,4Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
30,ILS,1,2,1/1,AUSWIT5 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ5Y=TWEB,AUCPIZILS=TWEB,TWEB,5Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
31,ILS,0,2,1/1,AUSWIT25 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ6Y=TWEB,AUCPIZILS=TWEB,TWEB,6Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
32,ILS,0,2,1/1,AUSWIT7 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ7Y=TWEB,AUCPIZILS=TWEB,TWEB,7Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
33,ILS,0,2,1/1,AUSWIT8 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ8Y=TWEB,AUCPIZILS=TWEB,TWEB,8Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
34,ILS,0,2,1/1,AUSWIT9 Curncy,AUCPI=ECI,,0,AU,2,4,AUCPIZ9Y=TWEB,AUCPIZILS=TWEB,TWEB,9Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,,0,,,0,,0,1,AU
35,FXFWD,0,,,AUD10M Curncy,,,0,AU,1,,AUD10M=,AUDFWD=,TR,10M,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
36,OIS,0,1,Act/365,ADSOJ Curncy,AUCASH=RBAA,,0,AU,1,1,AUD10MOIS=,AUDOIS=,TR,10M,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
37,OIS,0,1,Act/365,ADSOJ Curncy,AUCASH=RBAA,,0,AU,1,1,AUD10MOIS=TWEB,AUDOIS=TWEB,TWEB,10M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
38,OIS,0,1,Act/365,ADSOJ Curncy,AUCASH=RBAA,,0,AU,1,1,AUD10MOIS=YIN,AUDOIS=YIN,YIN-L,10M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
39,FXFWD,0,,,AUD10Y Curncy,,,0,AU,1,,AUD10Y=,AUDFWD=,TR,10Y,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
40,IMM,1,2,Act/365,AUC60040 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD10YIM1=YIN,AUDIMM1=YIN,YIN,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
41,IMM,1,2,Act/365,AUC60140 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD10YIM2=YIN,AUDIMM2=YIN,YIN,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
42,OIS,0,1,Act/365,ADSO10 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD10YOIS=,AUDOIS=,TR,10Y,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
43,OIS,0,1,Act/365,ADSO10 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD10YOIS=TWEB,AUDOIS=TWEB,TWEB,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
44,OIS,0,1,Act/365,ADSO10 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD10YOIS=YIN,AUDOIS=YIN,YIN-L,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
45,IRS,1,2,Act/365,ADSWAP10 Curncy,AU6MBA=,,0.75,AU,1,2,AUD10YSPT=YIN,AUDSPT=YIN,YIN,10Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
46,FXFWD,0,,,AUD11M Curncy,,,0,AU,1,,AUD11M=,AUDFWD=,TR,11M,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
47,OIS,0,1,Act/365,ADSOK Curncy,AUCASH=RBAA,,0,AU,1,1,AUD11MOIS=,AUDOIS=,TR,11M,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
48,OIS,0,1,Act/365,ADSOK Curncy,AUCASH=RBAA,,0,AU,1,1,AUD11MOIS=TWEB,AUDOIS=TWEB,TWEB,11M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
49,OIS,0,1,Act/365,ADSOK Curncy,AUCASH=RBAA,,0,AU,1,1,AUD11MOIS=YIN,AUDOIS=YIN,YIN-L,11M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
50,IMM,0,2,Act/365,AUC60244 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD12YIM1=YIN,AUDIMM1=YIN,YIN,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
51,IMM,0,2,Act/365,AUC60344 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD12YIM2=YIN,AUDIMM2=YIN,YIN,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
52,OIS,0,1,Act/365,ADSO12 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD12YOIS=,AUDOIS=,TR,12Y,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
53,OIS,0,1,Act/365,ADSO12 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD12YOIS=TWEB,AUDOIS=TWEB,TWEB,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
54,OIS,0,1,Act/365,ADSO12 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD12YOIS=YIN,AUDOIS=YIN,YIN-L,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
55,IRS,0,2,Act/365,ADSWAP12 Curncy,AU6MBA=,,0.75,AU,1,2,AUD12YSPT=YIN,AUDSPT=YIN,YIN,12Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
56,FXFWD,0,,,AUD15M Curncy,,,0,AU,1,,AUD15M=,AUDFWD=,TR,15M,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
57,OIS,0,1,Act/365,ADSO1C Curncy,AUCASH=RBAA,,0,AU,1,1,AUD15MOIS=,AUDOIS=,TR,15M,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
58,OIS,0,1,Act/365,ADSO1C Curncy,AUCASH=RBAA,,0,AU,1,1,AUD15MOIS=TWEB,AUDOIS=TWEB,TWEB,15M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
59,OIS,0,1,Act/365,ADSO1C Curncy,AUCASH=RBAA,,0,AU,1,1,AUD15MOIS=YIN,AUDOIS=YIN,YIN-L,15M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
60,IMM,0,2,Act/365,AUC60248 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD15YIM1=YIN,AUDIMM1=YIN,YIN,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
61,IMM,0,2,Act/365,AUC60348 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD15YIM2=YIN,AUDIMM2=YIN,YIN,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
62,OIS,0,1,Act/365,ADSO15 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD15YOIS=,AUDOIS=,TR,15Y,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
63,OIS,0,1,Act/365,ADSO15 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD15YOIS=TWEB,AUDOIS=TWEB,TWEB,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
64,OIS,0,1,Act/365,ADSO15 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD15YOIS=YIN,AUDOIS=YIN,YIN-L,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
65,IRS,0,2,Act/365,ADSWAP15 Curncy,AU6MBA=,,0.75,AU,1,2,AUD15YSPT=YIN,AUDSPT=YIN,YIN,15Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
66,FXFWD,0,,,AUD18M Curncy,,,0,AU,1,,AUD18M=,AUDFWD=,TR,18M,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
67,OIS,0,1,Act/365,ADSO1F Curncy,AUCASH=RBAA,,0,AU,1,1,AUD18MOIS=,AUDOIS=,TR,18M,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
68,OIS,0,1,Act/365,ADSO1F Curncy,AUCASH=RBAA,,0,AU,1,1,AUD18MOIS=TWEB,AUDOIS=TWEB,TWEB,18M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
69,OIS,0,1,Act/365,ADSO1F Curncy,AUCASH=RBAA,,0,AU,1,1,AUD18MOIS=YIN,AUDOIS=YIN,YIN-L,18M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
70,FXFWD,0,,,AUD1M Curncy,,,0,AU,1,,AUD1M=,AUDFWD=,TR,1M,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
71,OIS,0,1,Act/365,ADSOA Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1MOIS=,AUDOIS=,TR,1M,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
72,OIS,0,1,Act/365,ADSOA Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1MOIS=TWEB,AUDOIS=TWEB,TWEB,1M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
73,OIS,0,1,Act/365,ADSOA Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1MOIS=YIN,AUDOIS=YIN,YIN-L,1M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
74,OIS,0,1,Act/360,ADSO1Z Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1WOIS=,AUDOIS=,TR,1W,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
75,OIS,0,1,Act/360,ADSO1Z Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1WOIS=TWEB,AUDOIS=TWEB,TWEB,1W,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
76,OIS,0,1,Act/360,ADSO1Z Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1WOIS=YIN,AUDOIS=YIN,YIN-L,1W,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
77,FXFWD,1,,,AUD1Y Curncy,,,0,AU,1,,AUD1Y=,AUDFWD=,TR,1Y,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
78,IMM,1,4,Act/365,AUC30004 Curncy,AU3MBA=,5,0.75,AU,1,4,AUD1YIM1=YIN,AUDIMM1=YIN,YIN,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_3M,0,1,"AU,YIN"
79,IMM,1,4,Act/365,AUC30104 Curncy,AU3MBA=,5,0.75,AU,1,4,AUD1YIM2=YIN,AUDIMM2=YIN,YIN,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_3M,0,1,"AU,YIN"
80,OIS,0,1,Act/365,ADSO1 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1YOIS=,AUDOIS=,TR,1Y,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
81,OIS,0,1,Act/365,ADSO1 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1YOIS=TWEB,AUDOIS=TWEB,TWEB,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
82,OIS,0,1,Act/365,ADSO1 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD1YOIS=YIN,AUDOIS=YIN,YIN-L,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
83,IRS,1,4,Act/365,ADSWAP1Q Curncy,AU3MBA=,,0.75,AU,1,4,AUD1YSPT=YIN,AUDSPT=YIN,YIN,1Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,0,AUD-BBR-BBSW_3M,0,1,"AU,YIN"
84,IMM,1,2,Act/365,AUC60080 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD20YIM1=YIN,AUDIMM1=YIN,YIN,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
85,IMM,1,2,Act/365,AUC60180 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD20YIM2=YIN,AUDIMM2=YIN,YIN,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
86,OIS,0,1,Act/365,ADSO20 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD20YOIS=,AUDOIS=,TR,20Y,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
87,OIS,0,1,Act/365,ADSO20 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD20YOIS=TWEB,AUDOIS=TWEB,TWEB,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
88,OIS,0,1,Act/365,ADSO20 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD20YOIS=YIN,AUDOIS=YIN,YIN-L,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
89,IRS,1,2,Act/365,ADSWAP20 Curncy,AU6MBA=,,0.75,AU,1,2,AUD20YSPT=YIN,AUDSPT=YIN,YIN,20Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
90,IMM,0,2,Act/365,AUC60256 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD25YIM1=YIN,AUDIMM1=YIN,YIN,25Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
91,IMM,0,2,Act/365,AUC60356 Curncy,AU6MBA=,5,0.75,AU,1,2,AUD25YIM2=YIN,AUDIMM2=YIN,YIN,25Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,IMM,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
92,OIS,0,1,Act/365,ADSO25 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD25YOIS=,AUDOIS=,TR,25Y,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
93,OIS,0,1,Act/365,ADSO25 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD25YOIS=TWEB,AUDOIS=TWEB,TWEB,25Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
94,OIS,0,1,Act/365,ADSO25 Curncy,AUCASH=RBAA,,0,AU,1,1,AUD25YOIS=YIN,AUDOIS=YIN,YIN-L,25Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
95,IRS,0,2,Act/365,ADSWAP25 Curncy,AU6MBA=,,0.75,AU,1,2,AUD25YSPT=YIN,AUDSPT=YIN,YIN,25Y,AUD,back_eom,AU,AU,2022-05-12 12:47:16,BBRBBSW,0,AUD-BBR-BBSW,,0,AUD-BBR-BBSW_6M,0,1,"AU,YIN"
96,FXFWD,0,,,AUD2M Curncy,,,0,AU,1,,AUD2M=,AUDFWD=,TR,2M,AUD,back_eom,AU,"",2022-05-12 12:47:16,,0,,,0,,1,10000,""
97,OIS,0,1,Act/365,ADSOB Curncy,AUCASH=RBAA,,0,AU,1,1,AUD2MOIS=,AUDOIS=,TR,2M,AUD,back_eom,AU,AU,2022-05-12 12:48:13,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
98,OIS,0,1,Act/365,ADSOB Curncy,AUCASH=RBAA,,0,AU,1,1,AUD2MOIS=TWEB,AUDOIS=TWEB,TWEB,2M,AUD,back_eom,AU,AU,2022-05-12 12:47:16,AONIA,0,AUD-AONIA-OIS-COMPOUND,,0,AUD AONIA CMP,0,1,"AU,YIN"
