#,type,is_trade,freq,day_count,ticker,ric_leg2,roll_rules,tcost,country,settle_d,freq_leg2,ric,ric_root,src,tenor,ccy,roll_conv,fix_cal,calc_cal,_update,curve_name,reset,fpml,roll,lag,pms_index,is_inverted,multiplier,cal
2280,OIS,0,1,Act/365,BPSWS9 Curncy,SONIAOSR=,,0,GB,0,1,GBP9YSPT=YIN,GBPSPT=YIN,YIN,9Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,0,GBP-SONIA-COMPOUND,,0,GBP SONIA CMP,0,1,"EN,YIN"
2281,FXFWD,1,,,GBPUSD Curncy,,,0,GB,0,,GBP=,GBPFWD=,TR,SPT,GBP,back_eom,EN,"",2022-05-12 12:47:16,,0,,,0,,1,1,""
2282,FIX,1,,Act/365,SONIO/N Index,,,0,GB,0,,GBPFIX=YIN,GBPFIX=YIN,YIN,ON,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,,1,GBP SONIA CMP,0,1,EN
2283,IMM,0,1,Act/365,BPS00040 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS10YS1=,GBPOISSS1=,TR,10Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2284,IMM,0,1,Act/365,BPS00040 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS10YS1=TWEB,GBPOISSS1=TWEB,TWEB,10Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2285,IMM,0,1,Act/365,BPS00040 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS10YS1=YIN,GBPOISSS1=YIN,YIN-L,10Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2286,IMM,0,1,Act/365,BPS00140 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS10YS2=,GBPOISSS2=,TR,10Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2287,IMM,0,1,Act/365,BPS00140 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS10YS2=TWEB,GBPOISSS2=TWEB,TWEB,10Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2288,IMM,0,1,Act/365,BPS00140 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS10YS2=YIN,GBPOISSS2=YIN,YIN-L,10Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2289,IMM,0,1,Act/365,BPS00048 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS12YS1=,GBPOISSS1=,TR,12Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2290,IMM,0,1,Act/365,BPS00048 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS12YS1=TWEB,GBPOISSS1=TWEB,TWEB,12Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2291,IMM,0,1,Act/365,BPS00048 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS12YS1=YIN,GBPOISSS1=YIN,YIN-L,12Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2292,IMM,0,1,Act/365,BPS00148 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS12YS2=,GBPOISSS2=,TR,12Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2293,IMM,0,1,Act/365,BPS00148 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS12YS2=TWEB,GBPOISSS2=TWEB,TWEB,12Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2294,IMM,0,1,Act/365,BPS00148 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS12YS2=YIN,GBPOISSS2=YIN,YIN-L,12Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2295,IMM,0,1,Act/365,BPS00060 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS15YS1=,GBPOISSS1=,TR,15Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2296,IMM,0,1,Act/365,BPS00060 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS15YS1=TWEB,GBPOISSS1=TWEB,TWEB,15Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2297,IMM,0,1,Act/365,BPS00060 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS15YS1=YIN,GBPOISSS1=YIN,YIN-L,15Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2298,IMM,0,1,Act/365,BPS00160 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS15YS2=,GBPOISSS2=,TR,15Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2299,IMM,0,1,Act/365,BPS00160 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS15YS2=TWEB,GBPOISSS2=TWEB,TWEB,15Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2300,IMM,0,1,Act/365,BPS00160 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS15YS2=YIN,GBPOISSS2=YIN,YIN-L,15Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2301,IMM,0,1,Act/365,BPS00004 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS1YS1=,GBPOISSS1=,TR,1Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2302,IMM,0,1,Act/365,BPS00004 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS1YS1=TWEB,GBPOISSS1=TWEB,TWEB,1Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2303,IMM,0,1,Act/365,BPS00004 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS1YS1=YIN,GBPOISSS1=YIN,YIN-L,1Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2304,IMM,0,1,Act/365,BPS00104 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS1YS2=,GBPOISSS2=,TR,1Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2305,IMM,0,1,Act/365,BPS00104 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS1YS2=TWEB,GBPOISSS2=TWEB,TWEB,1Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2306,IMM,0,1,Act/365,BPS00104 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS1YS2=YIN,GBPOISSS2=YIN,YIN-L,1Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2307,IMM,0,1,Act/365,BPS00080 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS20YS1=,GBPOISSS1=,TR,20Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2308,IMM,0,1,Act/365,BPS00080 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS20YS1=TWEB,GBPOISSS1=TWEB,TWEB,20Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2309,IMM,0,1,Act/365,BPS00080 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS20YS1=YIN,GBPOISSS1=YIN,YIN-L,20Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2310,IMM,0,1,Act/365,BPS00180 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS20YS2=,GBPOISSS2=,TR,20Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2311,IMM,0,1,Act/365,BPS00180 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS20YS2=TWEB,GBPOISSS2=TWEB,TWEB,20Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2312,IMM,0,1,Act/365,BPS00180 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS20YS2=YIN,GBPOISSS2=YIN,YIN-L,20Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2313,IMM,0,1,Act/365,BP000100 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS25YS1=,GBPOISSS1=,TR,25Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2314,IMM,0,1,Act/365,BP000100 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS25YS1=TWEB,GBPOISSS1=TWEB,TWEB,25Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2315,IMM,0,1,Act/365,BP000100 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS25YS1=YIN,GBPOISSS1=YIN,YIN-L,25Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2316,IMM,0,1,Act/365,BP001100 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS25YS2=,GBPOISSS2=,TR,25Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2317,IMM,0,1,Act/365,BP001100 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS25YS2=TWEB,GBPOISSS2=TWEB,TWEB,25Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2318,IMM,0,1,Act/365,BP001100 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS25YS2=YIN,GBPOISSS2=YIN,YIN-L,25Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2319,IMM,0,1,Act/365,BPS00008 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS2YS1=,GBPOISSS1=,TR,2Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2320,IMM,0,1,Act/365,BPS00008 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS2YS1=TWEB,GBPOISSS1=TWEB,TWEB,2Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2321,IMM,0,1,Act/365,BPS00008 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS2YS1=YIN,GBPOISSS1=YIN,YIN-L,2Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2322,IMM,0,1,Act/365,BPS00108 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS2YS2=,GBPOISSS2=,TR,2Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2323,IMM,0,1,Act/365,BPS00108 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS2YS2=TWEB,GBPOISSS2=TWEB,TWEB,2Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2324,IMM,0,1,Act/365,BPS00108 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS2YS2=YIN,GBPOISSS2=YIN,YIN-L,2Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2325,IMM,0,1,Act/365,BP000120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS30YS1=,GBPOISSS1=,TR,30Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2326,IMM,0,1,Act/365,BP000120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS30YS1=TWEB,GBPOISSS1=TWEB,TWEB,30Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2327,IMM,0,1,Act/365,BP000120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS30YS1=YIN,GBPOISSS1=YIN,YIN-L,30Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2328,IMM,0,1,Act/365,BP001120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS30YS2=,GBPOISSS2=,TR,30Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2329,IMM,0,1,Act/365,BP001120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS30YS2=TWEB,GBPOISSS2=TWEB,TWEB,30Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2330,IMM,0,1,Act/365,BP001120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS30YS2=YIN,GBPOISSS2=YIN,YIN-L,30Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2331,IMM,0,1,Act/365,BPS00012 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS3YS1=,GBPOISSS1=,TR,3Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2332,IMM,0,1,Act/365,BPS00012 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS3YS1=TWEB,GBPOISSS1=TWEB,TWEB,3Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2333,IMM,0,1,Act/365,BPS00012 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS3YS1=YIN,GBPOISSS1=YIN,YIN-L,3Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2334,IMM,0,1,Act/365,BPS00112 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS3YS2=,GBPOISSS2=,TR,3Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2335,IMM,0,1,Act/365,BPS00112 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS3YS2=TWEB,GBPOISSS2=TWEB,TWEB,3Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2336,IMM,0,1,Act/365,BPS00112 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS3YS2=YIN,GBPOISSS2=YIN,YIN-L,3Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2337,IMM,0,1,Act/365,BPS00016 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS4YS1=,GBPOISSS1=,TR,4Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2338,IMM,0,1,Act/365,BPS00016 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS4YS1=TWEB,GBPOISSS1=TWEB,TWEB,4Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2339,IMM,0,1,Act/365,BPS00016 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS4YS1=YIN,GBPOISSS1=YIN,YIN-L,4Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2340,IMM,0,1,Act/365,BPS00116 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS4YS2=,GBPOISSS2=,TR,4Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2341,IMM,0,1,Act/365,BPS00116 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS4YS2=TWEB,GBPOISSS2=TWEB,TWEB,4Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2342,IMM,0,1,Act/365,BPS00116 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS4YS2=YIN,GBPOISSS2=YIN,YIN-L,4Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2343,IMM,0,1,Act/365,BPS00020 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS5YS1=,GBPOISSS1=,TR,5Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2344,IMM,0,1,Act/365,BPS00020 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS5YS1=TWEB,GBPOISSS1=TWEB,TWEB,5Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2345,IMM,0,1,Act/365,BPS00020 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS5YS1=YIN,GBPOISSS1=YIN,YIN-L,5Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2346,IMM,0,1,Act/365,BPS00120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS5YS2=,GBPOISSS2=,TR,5Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2347,IMM,0,1,Act/365,BPS00120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS5YS2=TWEB,GBPOISSS2=TWEB,TWEB,5Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2348,IMM,0,1,Act/365,BPS00120 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS5YS2=YIN,GBPOISSS2=YIN,YIN-L,5Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2349,IMM,0,1,Act/365,BPS00024 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS6YS1=,GBPOISSS1=,TR,6Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2350,IMM,0,1,Act/365,BPS00024 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS6YS1=TWEB,GBPOISSS1=TWEB,TWEB,6Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2351,IMM,0,1,Act/365,BPS00024 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS6YS1=YIN,GBPOISSS1=YIN,YIN-L,6Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2352,IMM,0,1,Act/365,BPS00124 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS6YS2=,GBPOISSS2=,TR,6Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2353,IMM,0,1,Act/365,BPS00124 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS6YS2=TWEB,GBPOISSS2=TWEB,TWEB,6Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2354,IMM,0,1,Act/365,BPS00124 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS6YS2=YIN,GBPOISSS2=YIN,YIN-L,6Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2355,IMM,0,1,Act/365,BPS00028 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS7YS1=,GBPOISSS1=,TR,7Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2356,IMM,0,1,Act/365,BPS00028 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS7YS1=TWEB,GBPOISSS1=TWEB,TWEB,7Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2357,IMM,0,1,Act/365,BPS00028 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS7YS1=YIN,GBPOISSS1=YIN,YIN-L,7Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2358,IMM,0,1,Act/365,BPS00128 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS7YS2=,GBPOISSS2=,TR,7Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2359,IMM,0,1,Act/365,BPS00128 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS7YS2=TWEB,GBPOISSS2=TWEB,TWEB,7Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2360,IMM,0,1,Act/365,BPS00128 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS7YS2=YIN,GBPOISSS2=YIN,YIN-L,7Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2361,IMM,0,1,Act/365,BPS00032 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS8YS1=,GBPOISSS1=,TR,8Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2362,IMM,0,1,Act/365,BPS00032 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS8YS1=TWEB,GBPOISSS1=TWEB,TWEB,8Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2363,IMM,0,1,Act/365,BPS00032 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS8YS1=YIN,GBPOISSS1=YIN,YIN-L,8Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
2364,IMM,0,1,Act/365,BPS00132 Curncy,SONIAOSR=,3,0.25,GB,0,1,GBPOISS8YS2=,GBPOISSS2=,TR,8Y,GBP,back_eom,EN,EN,2022-05-12 12:47:16,SONIA,1,GBP-SONIA-COMPOUND,STD,0,GBP SONIA CMP,0,1,"EN,YIN"
