#,ticker_1,ticker_root,ric_root,mic_exch,ccy,contract_size,tick_size,spread_tick_size,tick_value,r2b_mul,ex_root,bb_exch,tr_exch,type,sub_type,country,cdr_exch,underlying,region,liquid_contracts,roll_conversion,roll_rules,risk_class,is_trade,gen,cftc,cc_mic,session,sub_type_2,sub_type_1,sub_type_0,is_trade_prod,is_qc,start_date,end_date,dynamic_roll
206,NO1 Index,NO,JNM,XOSE,JPY,100,5,1,500,1,NO,OSE,OSA,Index,Physical index future.,JP,OK,.N225,asia,HMUZ,1,2;0;0,,1,3,,XOSE,PIT,Equity Index,Equity Index,Equity Index,0,1,2006-07-18,,0
207,BTC1 Curncy,BTC,BTC,XCME,USD,5,5,0.05,25,1,BTC,CME,IOM,Index,Currency future.,US,CE,BTC=,namr,FGHJKMNQUVXZ,1,1;0;0,,0,3,,XCME-CME,"",Non-Equity Index,Non-Equity Index,Non-Equity Index,0,0,2017-12-15,,0
208,BMR1 Curncy,BMR,MBT,XCME,USD,0.1,5,0.05,0.5,1,MBT,CME,IOM,Index,Currency future.,US,CE,MBT=,namr,FGHJKMNQUVXZ,1,1;0;0,,0,3,,XCME-CME,"",Non-Equity Index,Non-Equity Index,Non-Equity Index,0,0,2021-05-03,,0
209,DCR1 Curncy,DCR,HTE,XCME,USD,50,0.5,0.05,25,1,ETH,CME,IOM,Index,Currency future.,US,CE,ETH=,namr,FGHJKMNQUVXZ,1,1;0;0,,0,3,,XCME-CME,"",Non-Equity Index,Non-Equity Index,Non-Equity Index,0,0,2021-02-08,,0
210,RF1 Curncy,RF,RF,XCME,CHF,125000,0.0001,0.00005,12.5,1,RF,CME,IMM,Curncy,Currency future.,US,CE,EURCHF=,namr,HMUZ,1,2;0;0,,0,3,,XCME-CME,COMB,Currency,Currency,Currency,0,0,2001-02-01,,0
211,RP1 Curncy,RP,RP,XCME,GBP,125000,0.00005,0.000025,6.25,1,RP,CME,IMM,Curncy,Currency future.,US,CE,EURGBP=,namr,HMUZ,1,2;0;0,,0,3,,XCME-CME,COMB,Currency,Currency,Currency,0,0,2000-01-03,,0
212,RY1 Curncy,RY,RY,XCME,JPY,125000,0.01,0.005,1250,1,RY,CME,IMM,Curncy,Currency future.,US,CE,EURJPY=,namr,HMUZ,1,2;0;0,,0,3,,XCME-CME,"",Currency,Currency,Currency,0,0,2000-01-03,,0
213,BPA Comdty,BP,DSB,XDCE,CNY,10,1,,10,1,b,DCE,,Comdty,Physical commodity future.,CN,D6,,asia,FGHJKMNQUVXZ,1,27;27;0,,1,7,,XDCE,PIT,Soy,Agriculture,Commodity,0,0,2005-01-17,,1
214,IBCA Comdty,IBC,SIBC,XINE,CNY,5,10,,50,1,bc,INE,,Comdty,Physical commodity future.,CN,SH,,asia,FGHJKMNQUVXZ,1,40;40;0,,1,7,,XINE,PIT,Base Metal,Metal,Commodity,0,0,2020-11-19,,1
215,IREA Comdty,IRE,CESF,XZCE,CNY,5,2,,10,1,SF,ZCE,,Comdty,Physical commodity future.,CN,H4,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XZCE,"",Industrial Material,Industrial Material,Commodity,0,0,2014-08-08,,0
216,LHDA Comdty,LHD,DLH,XDCE,CNY,16,5,,80,1,lh,DCE,,Comdty,Physical commodity future.,CN,D6,,asia,FHKNUX,1,2;2;0,,0,7,,XDCE,"",Livestock,Livestock,Commodity,0,0,2021-01-08,,0
217,PGRA Comdty,PGR,DPG,XDCE,CNY,20,1,,20,1,pg,DCE,,Comdty,Physical commodity future.,CN,D6,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XDCE,PIT,Natural Gas,Energy,Commodity,0,0,2020-03-30,,0
218,PKRA Comdty,PKR,CZPK,XZCE,CNY,5,2,,10,1,PK,ZCE,,Comdty,Physical commodity future.,CN,H4,,asia,FGHJKMNQUVXZ,1,37;37;0,,1,7,,XZCE,"",Other Grain,Agriculture,Commodity,0,0,2021-02-01,,1
219,SLSA Comdty,SLS,ILU,XINE,CNY,10,1,,10,1,lu,INE,,Comdty,Physical commodity future.,CN,SH,,asia,FGHJKMNQUVXZ,1,2;2;1,,1,7,,XINE,PIT,Refined Products,Energy,Commodity,0,0,2020-06-22,,1
220,SRBA Comdty,SRB,SINR,XINE,CNY,10,5,,50,1,nr,INE,,Comdty,Physical commodity future.,CN,SH,,asia,FGHJKMNQUVXZ,1,49;49;0,,1,7,,XINE,PIT,Industrial Material,Industrial Material,Commodity,0,0,2019-08-12,,1
221,SYRA Comdty,SYR,DLEB,XDCE,CNY,5,1,,5,1,eb,DCE,,Comdty,Physical commodity future.,CN,D6,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XDCE,PIT,Industrial Material,Industrial Material,Commodity,0,0,2019-09-26,,0
222,URIA Comdty,URI,CUR,XZCE,CNY,20,1,,20,1,UR,ZCE,,Comdty,Physical commodity future.,CN,H4,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XZCE,"",Industrial Material,Industrial Material,Commodity,0,0,2019-08-09,,0
223,ZSTA Comdty,ZST,SHSS,XSGE,CNY,5,5,,25,1,ss,SHF,,Comdty,Physical commodity future.,CN,H4,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XSGE,PIT,Base Metal,Metal,Commodity,0,0,2019-09-25,,0
224,ZSYA Comdty,ZSY,CCSA,XZCE,CNY,20,1,,20,1,SA,ZCE,,Comdty,Physical commodity future.,CN,H4,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XZCE,PIT,Industrial Material,Industrial Material,Commodity,0,0,2019-12-06,,0
225,ZZPA Comdty,ZZP,CZPF,XZCE,CNY,5,2,,10,1,PF,ZCE,,Comdty,Physical commodity future.,CN,H4,,asia,FGHJKMNQUVXZ,1,1;2;0,,0,7,,XZCE,PIT,Industrial Material,Industrial Material,Commodity,0,0,2020-10-12,,0
226,SSYA Comdty,SSY,SARO3,IFLL,CHF,1000000,0.005,,0.005,1,SA3,ICF,,Comdty,Physical commodity future.,GB,LI,,euro,HMUZ,1,2;2;0,,1,7,,IFLL,"",Interest Rate,Interest Rate,Interest Rate,0,0,2019-08-01,,0
227,JGSA Index,JGS,GIF,INSE,USD,2,0.5,0.5,1,1,NIFTY,NGC,,Index,Physical index future.,IN,*N,.NSEI,asia,FGHJKMNQUVXZ,1,2;0;0,,1,3,,INSE,,Equity Index,Equity Index,Equity Index,0,0,2023-01-01,,0
228,CORA Comdty,CORA,CRA,XMOD,CAD,2500,0.0025,,6.25,1,CRA,MSE,,Comdty,Financial commodity future.,CA,ML,,namr,HMUZ,1,2;2;0,,1,7,,XMOD,"",Interest Rate,Interest Rate,Interest Rate,0,0,2020-06-01,,0
